-8.85,-1.36,3.98
-8.85,-1.32,3.99
-8.84,-1.32,3.99
-8.86,-1.33,4
-8.85,-1.34,3.98
-8.85,-1.32,3.98
-8.85,-1.34,4.01
-8.85,-1.33,4
-8.85,-1.33,4
-8.86,-1.32,3.96
-8.85,-1.33,3.97
-8.85,-1.33,3.95
-8.84,-1.32,3.97
-8.85,-1.36,3.97
-8.83,-1.33,3.98
-8.84,-1.35,4
-8.85,-1.34,3.99
-8.85,-1.32,3.97
-8.85,-1.34,4
-8.84,-1.33,3.98
-8.85,-1.33,3.98
-8.83,-1.34,3.99
-8.84,-1.34,3.99
-8.84,-1.33,4.01
-8.85,-1.33,3.97
-8.83,-1.34,3.97
-8.85,-1.34,3.98
-8.84,-1.33,4
-8.83,-1.32,3.97
-8.85,-1.33,3.99
-8.85,-1.33,3.97
-8.83,-1.34,3.98
-8.85,-1.33,3.99
-8.85,-1.34,3.99
-8.87,-1.33,3.98
-8.85,-1.35,4.01
-8.85,-1.33,4
-8.85,-1.34,3.99
-8.85,-1.34,3.98
-8.84,-1.33,3.98
-8.83,-1.34,3.96
-8.85,-1.33,3.97
-8.85,-1.34,3.96
-8.85,-1.34,3.99
-8.84,-1.32,4
-8.85,-1.32,4.01
-8.85,-1.33,3.98
-8.84,-1.31,4
-8.85,-1.33,4.01
-8.85,-1.34,4
-8.85,-1.31,4
-8.85,-1.33,4
-8.84,-1.33,4
-8.83,-1.33,3.99
-8.85,-1.33,3.99
-8.85,-1.33,3.98
-8.85,-1.34,3.97
-8.86,-1.32,4
-8.84,-1.32,3.97
-8.87,-1.34,3.99
-8.86,-1.33,3.98
-8.83,-1.33,3.99
-8.85,-1.33,4
-8.83,-1.33,4
-8.84,-1.32,3.98
-8.84,-1.33,4.01
-8.85,-1.33,4
-8.84,-1.32,3.97
-8.85,-1.32,3.98
-8.83,-1.33,3.96
-8.87,-1.34,3.98
-8.84,-1.34,3.97
-8.85,-1.33,4
-8.84,-1.33,4.02
-8.82,-1.33,3.98
-8.83,-1.34,4.01
-8.86,-1.33,3.99
-8.85,-1.33,3.99
-8.84,-1.33,4.01
-8.84,-1.33,4
-8.84,-1.34,3.99
-8.84,-1.34,3.99
-8.85,-1.33,4
-8.84,-1.32,4
-8.83,-1.34,3.97
-8.86,-1.32,3.98
-8.85,-1.33,3.99
-8.86,-1.33,3.97
-8.86,-1.34,4
-8.84,-1.33,3.97
-8.86,-1.33,3.97
-8.85,-1.34,4
-8.84,-1.34,3.98
-8.83,-1.33,3.99
-8.85,-1.33,4
-8.85,-1.34,4
-8.85,-1.32,4
-8.84,-1.33,3.97
-8.84,-1.33,4
-8.84,-1.33,4
-8.87,-1.32,3.98
-8.84,-1.34,3.97
-8.85,-1.33,3.98
-8.83,-1.33,4
-8.84,-1.33,3.99
-8.84,-1.33,3.98
-8.84,-1.33,3.97
-8.85,-1.31,3.97
-8.84,-1.32,4.01
-8.85,-1.33,4.01
-8.84,-1.33,3.99
-8.85,-1.33,3.98
-8.84,-1.33,4
-8.84,-1.33,4
-8.85,-1.33,3.99
-8.84,-1.32,4.01
-8.83,-1.33,3.99
-8.84,-1.34,3.97
-8.85,-1.33,3.97
-8.84,-1.33,3.97
-8.86,-1.34,3.99
-8.86,-1.33,3.99
-8.83,-1.32,3.97
-8.85,-1.33,3.97
-8.85,-1.33,3.98
-8.85,-1.33,3.98
-8.85,-1.33,4.02
-8.84,-1.35,4
-8.84,-1.33,3.98
-8.84,-1.35,3.99
-8.86,-1.33,3.99
-8.84,-1.34,3.98
-8.84,-1.34,4
-8.85,-1.34,3.98
-8.85,-1.35,3.98
-8.86,-1.33,3.97
-8.83,-1.32,3.99
-8.85,-1.31,4
-8.84,-1.34,4.01
-8.85,-1.35,3.99
-8.85,-1.34,4.01
-8.83,-1.33,3.98
-8.84,-1.35,3.98
-8.84,-1.34,3.99
-8.84,-1.33,4
-8.85,-1.33,3.96
-8.85,-1.33,3.97
-8.86,-1.34,3.99
-8.85,-1.33,3.98
-8.83,-1.32,3.95
-8.85,-1.34,3.97
-8.83,-1.33,3.98
-8.83,-1.34,3.97
-8.86,-1.34,3.99
-8.84,-1.34,4
-8.85,-1.34,3.96
-8.84,-1.33,3.98
-8.85,-1.32,3.96
-8.84,-1.33,3.99
-8.84,-1.33,3.98
-8.85,-1.33,3.96
-8.84,-1.34,4.01
-8.85,-1.33,3.97
-8.84,-1.33,3.97
-8.85,-1.34,4
-8.84,-1.36,3.98
-8.86,-1.35,4
-8.85,-1.33,4
-8.86,-1.34,4
-8.84,-1.34,3.97
-8.84,-1.33,3.99
-8.83,-1.33,3.97
-8.84,-1.33,3.99
-8.85,-1.33,3.99
-8.84,-1.33,3.97
-8.85,-1.36,3.98
-8.86,-1.35,3.98
-8.84,-1.32,3.96
-8.84,-1.33,3.96
-8.84,-1.33,3.99
-8.83,-1.33,3.98
-8.86,-1.33,3.99
-8.84,-1.33,4
-8.85,-1.35,3.99
-8.83,-1.33,3.99
-8.85,-1.33,4
-8.84,-1.35,3.99
-8.85,-1.33,3.98
-8.86,-1.33,3.99
-8.87,-1.33,3.99
-8.84,-1.33,4
-8.83,-1.33,3.99
-8.85,-1.33,3.99
-8.86,-1.33,3.98
-8.85,-1.34,3.99
-8.85,-1.33,4
-8.86,-1.33,3.99
-8.86,-1.34,3.99
-8.85,-1.34,3.99
-8.85,-1.33,4.02
-8.85,-1.33,3.96
-8.86,-1.34,3.99
-8.85,-1.34,4
-8.86,-1.32,3.99
-8.85,-1.33,3.99
-8.86,-1.34,3.97
-8.85,-1.34,3.99
-8.85,-1.33,3.94
-8.85,-1.33,3.99
-8.85,-1.34,3.96
-8.86,-1.33,4
-8.84,-1.35,4
-8.83,-1.32,4
-8.83,-1.33,3.98
-8.83,-1.33,4
-8.85,-1.33,3.97
-8.85,-1.34,4
-8.85,-1.33,3.99
-8.84,-1.31,4
-8.85,-1.33,4
-8.85,-1.34,3.98
-8.86,-1.33,3.97
-8.87,-1.34,3.98
-8.86,-1.33,3.96
-8.84,-1.33,3.97
-8.84,-1.33,4
-8.85,-1.33,3.99
-8.83,-1.33,3.99
-8.84,-1.33,3.98
-8.84,-1.32,4
-8.83,-1.33,4
-8.85,-1.33,3.98
-8.84,-1.32,4.01
-8.86,-1.33,3.98
-8.85,-1.34,3.97
-8.84,-1.33,3.98
-8.84,-1.34,3.98
-8.83,-1.33,3.97
-8.85,-1.33,3.98
-8.85,-1.33,3.98
-8.84,-1.31,3.98
-8.84,-1.33,4
-8.85,-1.34,3.99
-8.85,-1.33,4
-8.85,-1.33,3.98
-8.82,-1.34,3.98
-8.83,-1.33,4
-8.84,-1.33,4
-8.84,-1.33,3.98
-8.85,-1.33,3.98
-8.86,-1.36,3.99
-8.86,-1.33,3.99
-8.85,-1.35,3.98
-8.84,-1.32,3.98
-8.84,-1.33,3.99
-8.85,-1.32,3.98
-8.84,-1.34,3.97
-8.84,-1.33,4
-8.83,-1.32,3.99
-8.84,-1.33,4
-8.84,-1.34,3.98
-8.86,-1.32,3.98
-8.85,-1.33,3.99
-8.84,-1.33,3.99
-8.86,-1.34,4
-8.85,-1.33,4
-8.83,-1.34,4
-8.85,-1.33,3.96
-8.85,-1.33,3.96
-8.85,-1.33,3.97
-8.84,-1.34,3.97
-8.85,-1.33,3.97
-8.85,-1.33,3.99
-8.85,-1.33,3.97
-8.85,-1.34,3.98
-8.84,-1.33,3.98
-8.83,-1.34,4.01
-8.85,-1.34,4.01
-8.83,-1.33,3.99
-8.85,-1.32,4.01
-8.85,-1.35,3.98
-8.85,-1.34,3.96
-8.83,-1.35,3.99
-8.84,-1.33,3.95
-8.85,-1.33,3.97
-8.85,-1.35,3.98
-8.85,-1.34,3.99
-8.84,-1.31,3.99
-8.85,-1.35,3.99
-8.83,-1.35,4
-8.85,-1.34,3.98
-8.85,-1.32,3.99
-8.86,-1.33,3.99
-8.84,-1.34,4.01
-8.83,-1.32,4.01
-8.85,-1.33,3.97
-8.83,-1.34,3.97
-8.86,-1.33,3.98
-8.84,-1.33,3.97
-8.84,-1.33,3.98
-8.85,-1.33,3.97
-8.86,-1.34,4
-8.84,-1.34,3.98
-8.85,-1.31,4
-8.85,-1.34,4.01
-8.84,-1.33,4
-8.84,-1.31,3.99
-8.85,-1.35,3.98
-8.85,-1.34,4.01
-8.84,-1.33,3.97
-8.83,-1.34,3.98
-8.83,-1.33,3.98
-8.84,-1.33,3.98
-8.84,-1.34,3.96
-8.84,-1.34,3.97
-8.85,-1.34,3.97
-8.85,-1.34,4
-8.86,-1.33,4
-8.85,-1.34,3.99
-8.84,-1.34,4.01
-8.86,-1.33,3.98
-8.85,-1.34,3.99
-8.85,-1.33,3.99
-8.83,-1.33,4
-8.85,-1.34,3.98
-8.84,-1.35,3.97
-8.85,-1.33,3.98
-8.85,-1.33,4
-8.84,-1.33,3.98
-8.83,-1.32,4
-8.84,-1.31,4
-8.85,-1.33,3.97
-8.87,-1.34,4.01
-8.84,-1.34,4
-8.84,-1.33,4.01
-8.84,-1.34,3.97
-8.85,-1.32,3.99
-8.85,-1.33,3.99
-8.85,-1.34,3.98
-8.84,-1.33,3.98
-8.85,-1.33,3.96
-8.86,-1.33,3.99
-8.84,-1.32,3.97
-8.83,-1.33,3.97
-8.84,-1.34,4
-8.85,-1.33,3.99
-8.84,-1.32,3.97
-8.86,-1.33,4
-8.85,-1.34,3.98
-8.85,-1.33,3.99
-8.86,-1.32,4
-8.85,-1.33,4
-8.83,-1.32,3.98
-8.85,-1.33,3.98
-8.85,-1.34,3.99
-8.83,-1.32,3.98
-8.83,-1.33,4
-8.85,-1.34,3.97
-8.85,-1.33,3.97
-8.84,-1.34,3.99
-8.84,-1.33,3.99
-8.85,-1.33,4
-8.84,-1.32,3.99
-8.84,-1.34,3.97
-8.84,-1.33,3.98
-8.84,-1.31,4.01
-8.86,-1.34,3.98
-8.84,-1.33,4
-8.84,-1.33,3.98
-8.84,-1.33,3.98
-8.83,-1.35,3.98
-8.86,-1.32,3.98
-8.83,-1.34,3.98
-8.84,-1.33,3.95
-8.84,-1.33,3.95
-8.85,-1.34,3.99
-8.84,-1.33,3.99
-8.84,-1.33,4
-8.84,-1.34,3.99
-8.86,-1.32,4
-8.85,-1.33,4
-8.85,-1.32,4.01
-8.83,-1.33,4.01
-8.85,-1.34,4
-8.85,-1.34,3.98
-8.84,-1.34,3.99
-8.86,-1.32,3.98
-8.84,-1.33,3.97
-8.84,-1.33,3.99
-8.85,-1.32,3.95
-8.85,-1.34,3.97
-8.84,-1.34,3.99
-8.85,-1.35,4
-8.85,-1.33,3.99
-8.87,-1.32,3.99
-8.86,-1.33,3.99
-8.84,-1.32,4
-8.85,-1.33,4.02
-8.85,-1.33,4
-8.83,-1.32,3.98
-8.85,-1.33,4
-8.85,-1.34,3.96
-8.85,-1.33,3.99
-8.84,-1.35,3.98
-8.84,-1.33,3.96
-8.85,-1.36,4
-8.85,-1.33,4.01
-8.84,-1.34,4
-8.86,-1.33,3.96
-8.85,-1.34,4
-8.86,-1.33,3.99
-8.86,-1.33,4
-8.85,-1.35,4
-8.83,-1.33,4.01
-8.85,-1.34,3.99
-8.85,-1.34,3.99
-8.86,-1.34,3.97
-8.84,-1.35,3.99
-8.84,-1.33,3.98
-8.84,-1.32,3.96
-8.84,-1.33,3.99
-8.84,-1.32,3.99
-8.84,-1.33,3.98
-8.86,-1.34,4.01
-8.84,-1.33,4
-8.85,-1.34,4
-8.85,-1.32,3.99
-8.85,-1.33,4
-8.85,-1.33,3.99
-8.84,-1.33,3.96
-8.84,-1.35,4
-8.85,-1.35,3.98
-8.84,-1.34,3.98
-8.85,-1.34,3.97
-8.85,-1.33,3.98
-8.84,-1.32,3.99
-8.84,-1.33,3.98
-8.84,-1.33,4.01
-8.85,-1.34,4.02
-8.84,-1.33,4.01
-8.83,-1.33,4.01
-8.86,-1.33,4.03
-8.85,-1.35,3.97
-8.85,-1.33,3.99
-8.84,-1.33,4
-8.84,-1.33,4.01
-8.84,-1.33,3.98
-8.86,-1.33,3.99
-8.85,-1.33,3.97
-8.84,-1.32,3.98
-8.85,-1.34,3.98
-8.85,-1.34,3.98
-8.85,-1.34,3.99
-8.84,-1.31,4
-8.84,-1.34,4.02
-8.84,-1.34,3.98
-8.84,-1.33,4.01
-8.85,-1.31,3.99
-8.85,-1.33,3.98
-8.85,-1.34,3.99
-8.85,-1.33,4
-8.86,-1.33,3.97
-8.83,-1.33,4
-8.84,-1.33,3.99
-8.86,-1.33,3.97
-8.85,-1.35,3.98
-8.85,-1.34,3.99
-8.83,-1.33,3.98
-8.85,-1.34,3.97
-8.82,-1.33,4.01
-8.85,-1.33,4
-8.85,-1.33,3.98
-8.85,-1.35,3.99
-8.84,-1.33,3.99
-8.84,-1.33,3.99
-8.85,-1.33,3.99
-8.86,-1.33,3.97
-8.84,-1.33,3.98
-8.85,-1.32,4
-8.85,-1.33,3.99
-8.86,-1.33,3.98
-8.84,-1.34,3.98
-8.85,-1.34,3.99
-8.85,-1.34,3.98
-8.84,-1.32,3.99
-8.86,-1.33,4.01
-8.85,-1.33,4
-8.87,-1.34,4
-8.85,-1.33,3.99
-8.87,-1.33,3.99
-8.84,-1.32,3.96
-8.85,-1.34,3.98
-8.85,-1.33,3.97
-8.84,-1.33,3.98
-8.85,-1.33,3.97
-8.85,-1.33,3.96
-8.86,-1.35,3.97
-8.86,-1.34,3.98
-8.83,-1.34,3.99
-8.84,-1.33,3.98
-8.85,-1.33,4
-8.84,-1.33,3.99
-8.85,-1.33,4
-8.83,-1.32,3.98
-8.85,-1.33,3.98
-8.85,-1.33,4
-8.86,-1.35,3.98
-8.84,-1.33,3.99
-8.86,-1.33,3.99
-8.83,-1.34,3.98
-8.87,-1.35,4
-8.85,-1.34,3.98
-8.83,-1.34,3.98
-8.85,-1.32,3.98
-8.84,-1.33,4
-8.83,-1.33,3.99
-8.85,-1.33,4.01
-8.85,-1.33,3.99
-8.84,-1.34,3.97
-8.84,-1.32,3.99
-8.85,-1.32,3.99
-8.83,-1.33,4.01
-8.85,-1.34,3.98
-8.83,-1.32,3.99
-8.85,-1.33,3.99
-8.85,-1.33,3.96
-8.85,-1.33,4
-8.83,-1.33,3.97
-8.85,-1.34,3.99
-8.85,-1.33,3.98
-8.85,-1.32,3.98
-8.83,-1.32,3.98
-8.85,-1.33,4
-8.83,-1.35,3.99
-8.85,-1.34,3.98
-8.85,-1.33,4
-8.85,-1.32,3.98
-8.84,-1.33,4
-8.86,-1.33,3.97
-8.83,-1.33,3.98
-8.86,-1.34,3.99
-8.85,-1.34,3.97
-8.83,-1.34,3.97
-8.84,-1.33,3.97
-8.85,-1.33,3.98
-8.83,-1.33,4
-8.86,-1.35,4.01
-8.83,-1.34,3.97
-8.85,-1.32,4
-8.84,-1.33,4
-8.83,-1.33,4
-8.85,-1.33,3.98
-8.84,-1.33,3.98
-8.83,-1.31,3.95
-8.84,-1.33,3.95
-8.84,-1.32,3.94
-8.84,-1.32,3.99
-8.86,-1.32,4
-8.85,-1.33,4.02
-8.85,-1.33,4
-8.86,-1.32,3.99
-8.85,-1.33,3.98
-8.84,-1.33,3.99
-8.85,-1.33,3.97
-8.87,-1.33,3.99
-8.84,-1.32,3.98
-8.85,-1.33,4
-8.84,-1.33,3.99
-8.85,-1.33,3.97
-8.84,-1.32,4
-8.86,-1.33,3.98
-8.85,-1.34,3.96
-8.85,-1.33,3.97
-8.85,-1.33,3.97
-8.84,-1.33,3.97
-8.83,-1.31,3.99
-8.84,-1.34,4
-8.83,-1.33,4.01
-8.85,-1.34,4
-8.83,-1.33,3.99
-8.85,-1.34,3.99
-8.84,-1.32,4.01
-8.84,-1.33,3.97
-8.83,-1.33,3.98
-8.84,-1.33,3.98
-8.84,-1.33,3.98
-8.85,-1.32,3.98
-8.83,-1.32,4.01
-8.85,-1.32,3.97
-8.85,-1.33,3.99
-8.85,-1.34,4.03
-8.82,-1.33,3.98
-8.85,-1.33,3.99
-8.85,-1.33,3.99
-8.85,-1.31,3.99
-8.85,-1.33,3.97
-8.86,-1.33,3.99
-8.83,-1.33,3.98
-8.82,-1.34,3.98
-8.84,-1.33,3.98
-8.85,-1.33,3.96
-8.85,-1.33,3.98
-8.84,-1.33,3.99
-8.84,-1.33,3.99
-8.84,-1.35,4.01
-8.85,-1.32,4
-8.84,-1.34,3.99
-8.85,-1.33,4.01
-8.85,-1.33,4.01
-8.86,-1.34,3.97
-8.85,-1.33,3.98
-8.86,-1.33,3.99
-8.84,-1.33,3.98
-8.84,-1.32,3.99
-8.85,-1.33,3.98
-8.84,-1.33,3.97
-8.85,-1.34,4
-8.83,-1.34,3.99
-8.84,-1.32,3.99
-8.84,-1.34,4
-8.83,-1.34,3.98
-8.84,-1.34,4.01
-8.83,-1.33,4.01
-8.87,-1.35,3.98
-8.85,-1.34,3.99
-8.84,-1.32,3.99
-8.85,-1.33,4
-8.87,-1.33,3.96
-8.85,-1.33,3.98
-8.84,-1.35,3.97
-8.84,-1.33,4
-8.83,-1.33,3.95
-8.84,-1.33,3.96
-8.86,-1.34,4.01
-8.85,-1.33,4
-8.84,-1.33,4
-8.84,-1.33,3.99
-8.85,-1.33,4.01
-8.83,-1.33,3.98
-8.85,-1.34,3.99
-8.84,-1.32,4.02
-8.86,-1.33,4
-8.85,-1.33,3.99
-8.85,-1.32,3.99
-8.85,-1.34,3.96
-8.85,-1.32,3.96
-8.84,-1.33,3.98
-8.85,-1.33,3.99
-8.83,-1.32,3.97
-8.84,-1.34,4
-8.85,-1.33,4.01
-8.84,-1.33,3.99
-8.85,-1.34,3.97
-8.84,-1.33,3.98
-8.83,-1.34,4
-8.84,-1.35,4
-8.85,-1.33,3.98
-8.86,-1.33,3.98
-8.87,-1.33,3.98
-8.85,-1.34,3.98
-8.84,-1.32,3.98
-8.84,-1.34,4
-8.84,-1.33,3.99
-8.85,-1.33,3.99
-8.84,-1.33,4.02
-8.85,-1.32,4.02
-8.86,-1.33,4.01
-8.85,-1.34,4
-8.84,-1.32,3.98
-8.84,-1.33,3.99
-8.84,-1.35,3.99
-8.83,-1.32,3.99
-8.83,-1.32,3.98
-8.84,-1.35,3.96
-8.83,-1.33,3.99
-8.85,-1.31,3.97
-8.86,-1.35,4
-8.84,-1.33,3.99
-8.85,-1.32,3.99
-8.86,-1.32,4.01
-8.83,-1.32,4
-8.83,-1.34,3.98
-8.83,-1.34,3.98
-8.84,-1.34,3.98
-8.84,-1.33,3.99
-8.85,-1.34,3.98
-8.86,-1.33,3.98
-8.87,-1.34,3.97
-8.85,-1.33,3.96
-8.86,-1.33,4
-8.84,-1.34,3.96
-8.87,-1.34,3.99
-8.85,-1.35,4.01
-8.85,-1.33,4
-8.84,-1.37,4.01
-8.83,-1.35,4
-8.84,-1.33,4.01
-8.85,-1.32,3.99
-8.83,-1.33,3.96
-8.87,-1.32,4
-8.85,-1.35,3.99
-8.84,-1.35,4
-8.85,-1.34,3.98
-8.85,-1.34,3.99
-8.84,-1.33,3.99
-8.83,-1.34,3.97
-8.84,-1.33,3.99
-8.84,-1.33,3.99
-8.83,-1.34,3.99
-8.85,-1.33,4
-8.85,-1.34,3.99
-8.85,-1.33,4
-8.86,-1.33,3.97
-8.85,-1.33,3.97
-8.84,-1.33,4.01
-8.84,-1.36,3.99
-8.85,-1.33,3.98
-8.84,-1.32,4
-8.84,-1.34,3.98
-8.85,-1.33,3.97
-8.86,-1.33,3.98
-8.87,-1.33,3.96
-8.83,-1.34,3.98
-8.84,-1.33,3.97
-8.84,-1.33,3.99
-8.83,-1.33,3.98
-8.85,-1.33,4
-8.85,-1.34,4
-8.85,-1.33,4.01
-8.84,-1.32,3.99
-8.84,-1.32,4
-8.83,-1.33,4
-8.83,-1.32,3.99
-8.84,-1.33,3.98
-8.83,-1.34,3.96
-8.84,-1.33,3.96
-8.84,-1.33,3.96
-8.84,-1.33,3.97
-8.84,-1.33,4
-8.85,-1.33,4.01
-8.85,-1.31,3.98
-8.85,-1.33,3.99
-8.87,-1.34,3.99
-8.84,-1.33,3.99
-8.83,-1.32,4
-8.84,-1.32,4.01
-8.84,-1.34,3.98
-8.84,-1.34,3.98
-8.83,-1.35,3.99
-8.85,-1.34,3.95
-8.84,-1.34,4.02
-8.83,-1.33,3.99
-8.84,-1.33,3.97
-8.85,-1.33,3.99
-8.85,-1.33,3.99
-8.84,-1.33,3.99
-8.85,-1.32,3.99
-8.85,-1.32,4
-8.84,-1.33,4
-8.84,-1.32,4
-8.84,-1.33,4
-8.82,-1.33,3.98
-8.83,-1.33,3.98
-8.86,-1.33,3.97
-8.84,-1.33,3.99
-8.85,-1.34,3.97
-8.85,-1.34,3.96
-8.85,-1.33,3.99
-8.85,-1.33,3.98
-8.84,-1.34,3.99
-8.83,-1.33,3.97
-8.85,-1.33,3.99
-8.85,-1.31,4
-8.85,-1.35,4
-8.85,-1.35,4.01
-8.84,-1.33,4
-8.86,-1.33,3.99
-8.87,-1.33,3.99
-8.86,-1.33,4
-8.85,-1.33,4
-8.85,-1.33,3.96
-8.85,-1.33,3.97
-8.83,-1.34,4.02
-8.84,-1.32,3.97
-8.85,-1.33,3.99
-8.86,-1.33,4.01
-8.83,-1.32,3.99
-8.85,-1.33,3.98
-8.84,-1.33,3.99
-8.84,-1.33,3.97
-8.86,-1.32,4.01
-8.84,-1.33,3.98
-8.85,-1.34,3.97
-8.85,-1.31,3.97
-8.84,-1.32,3.98
-8.84,-1.33,3.96
-8.85,-1.33,3.98
-8.85,-1.33,3.99
-8.83,-1.34,3.98
-8.84,-1.35,3.98
-8.86,-1.33,3.99
-8.85,-1.33,4.01
-8.85,-1.34,4
-8.84,-1.33,3.98
-8.84,-1.33,3.98
-8.85,-1.34,3.98
-8.85,-1.34,4
-8.86,-1.35,3.96
-8.85,-1.33,4
-8.85,-1.31,3.98
-8.86,-1.33,3.98
-8.84,-1.33,3.98
-8.83,-1.35,3.98
-8.84,-1.34,3.99
-8.85,-1.33,4
-8.84,-1.32,3.98
-8.85,-1.33,4
-8.84,-1.33,3.98
-8.84,-1.32,4
-8.85,-1.32,3.97
-8.84,-1.34,3.98
-8.86,-1.32,4
-8.85,-1.33,3.97
-8.86,-1.31,4
-8.85,-1.33,3.98
-8.85,-1.33,3.98
-8.85,-1.34,3.97
-8.85,-1.33,3.98
-8.85,-1.33,3.99
-8.84,-1.33,4.01
-8.84,-1.33,3.96
-8.86,-1.31,3.98
-8.86,-1.31,3.99
-8.84,-1.32,3.98
-8.85,-1.33,4
-8.84,-1.33,4
-8.83,-1.31,3.98
-8.86,-1.33,4.01
-8.85,-1.33,3.99
-8.85,-1.33,3.99
-8.84,-1.34,3.98
-8.85,-1.33,3.98
-8.85,-1.34,3.96
-8.85,-1.33,3.99
-8.84,-1.33,3.97
-8.85,-1.33,3.99
-8.86,-1.32,4
-8.85,-1.32,4.02
-8.85,-1.35,4
-8.84,-1.34,4.01
-8.85,-1.33,3.99
-8.85,-1.33,3.99
-8.86,-1.33,3.96
-8.85,-1.33,3.99
-8.86,-1.33,3.97
-8.85,-1.34,3.98
-8.84,-1.33,3.94
-8.86,-1.35,3.95
-8.85,-1.33,4.01
-8.85,-1.34,3.96
-8.84,-1.32,4
-8.86,-1.34,4.01
-8.84,-1.33,3.99
-8.84,-1.32,3.99
-8.84,-1.32,3.99
-8.85,-1.32,3.99
-8.84,-1.32,3.99
-8.85,-1.33,4
-8.86,-1.32,3.97
-8.84,-1.34,3.98
-8.84,-1.33,3.97
-8.85,-1.32,3.98
-8.85,-1.32,3.99
-8.85,-1.34,4.01
-8.87,-1.33,3.97
-8.86,-1.33,3.99
-8.83,-1.32,3.99
-8.85,-1.32,3.99
-8.84,-1.33,3.96
-8.85,-1.31,4.01
-8.84,-1.33,3.97
-8.84,-1.33,4.01
-8.87,-1.33,4
-8.84,-1.33,3.97
-8.86,-1.33,4
-8.83,-1.33,3.98
-8.85,-1.33,3.95
-8.84,-1.35,3.97
-8.86,-1.33,3.97
-8.84,-1.33,3.99
-8.84,-1.33,3.99
-8.84,-1.33,3.98
-8.85,-1.33,3.99
-8.86,-1.33,3.99
-8.83,-1.33,4
-8.85,-1.33,3.98
-8.85,-1.31,4.02
-8.85,-1.33,3.97
-8.84,-1.35,4
-8.85,-1.32,4
-8.84,-1.34,3.97
-8.85,-1.33,4
-8.85,-1.32,3.98
-8.85,-1.34,3.98
-8.82,-1.34,4
-8.86,-1.32,3.99
-8.85,-1.35,3.98
-8.84,-1.34,3.98
-8.86,-1.32,3.99
-8.85,-1.33,4
-8.84,-1.32,3.98
-8.85,-1.35,3.98
-8.85,-1.33,4
-8.85,-1.32,3.97
-8.85,-1.33,4
-8.83,-1.33,3.98
-8.85,-1.32,4
-8.84,-1.32,3.99
-8.86,-1.33,3.98
-8.86,-1.34,4
-8.86,-1.33,4
-8.87,-1.34,3.96
-8.84,-1.35,3.98
-8.85,-1.31,3.97
